date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:36:15	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Apr%202024%2013:06:15%20GMT	http://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel.0.delayed	(from )
18:36:17	32766/32766	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2020%20Apr%202024%2013:06:17%20GMT	https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel.html	(from )
18:36:17	24/24	U-----	200	untouched ('OK')	text/plain	etag:%2218-638cbbe7-605effdc410d9cb4;;;%22	https://www.fundaofwebit.com/robots.txt		(from )
18:36:23	13229/13229	U-----	200	untouched ('')	image/jpeg	etag:%2233ad-61a9d494-299159e455197cac;;;%22	https://www.fundaofwebit.com/frontend/images/favicon.jpg	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/images/favicon.jpg	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:23	232903/232903	U-----	200	untouched ('OK')	text/css	etag:%2238dc7-654233df-7d03286430064aa1;gz%22	https://www.fundaofwebit.com/frontend/css/bootstrap5.min.css	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/css/bootstrap5.min.css	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:25	10020/10020	U-----	200	untouched ('OK')	text/css	etag:%222724-654233df-58198674499cc598;gz%22	https://www.fundaofwebit.com/frontend/css/custom2.css	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/css/custom2.css	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:31	7008/7008	U-----	200	untouched ('OK')	text/css	etag:%221b60-65460e2c-b1e5b641ffdbeb71;gz%22	https://www.fundaofwebit.com/frontend/css/style.css	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/css/style.css	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:31	12069/12069	U-----	200	untouched ('OK')	text/css	etag:%222f25-654233df-b916e717e1eabab4;gz%22	https://www.fundaofwebit.com/frontend/css/custom.css	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/css/custom.css	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:33	3351/3351	U-----	200	untouched ('OK')	text/css	etag:%22d17-654233df-6a17cd0ca7fa24df;gz%22	https://www.fundaofwebit.com/frontend/css/owl.carousel.min.css	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/css/owl.carousel.min.css	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
18:36:39	4895/4895	U-----	200	untouched ('')	image/png	etag:%22131f-61a9d494-eaf3f106aca1872e;;;%22	https://www.fundaofwebit.com/frontend/images/logo.png	C:/My%20Web%20Sites/appoinment%20hospitl/www.fundaofwebit.com/frontend/images/logo.png	(from https://www.fundaofwebit.com/post/doctor-appointment-booking-system-and-hospital-management-in-laravel)
